City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
281,Tuatapere,NZ,2021-11-24 18:35:38,-46.1333,167.6833,52.74,71,100,5.01
282,Portobelo,PA,2021-11-24 18:35:38,9.55,-79.65,83.05,74,97,4.05
283,Longyearbyen,SJ,2021-11-24 18:35:38,78.2186,15.6401,1.24,71,20,11.5
284,Juegang,CN,2021-11-24 18:35:39,32.3174,121.1855,43.92,61,0,9.6
285,Sisimiut,GL,2021-11-24 18:26:11,66.9395,-53.6735,29.75,82,78,26.11
286,Galeras,CO,2021-11-24 18:35:39,9.161,-75.0481,83.19,71,86,3.02
287,Rio Gallegos,AR,2021-11-24 18:35:40,-51.6226,-69.2181,66.25,22,40,12.66
288,Moose Factory,CA,2021-11-24 18:35:40,51.2585,-80.6094,32.0,80,1,4.61
289,Tall Kayf,TR,2021-11-24 18:35:41,37.0833,41.0667,49.39,71,40,6.91
290,Grand Forks,US,2021-11-24 18:31:04,47.9417,-97.4337,17.53,73,90,23.02
291,General Roca,AR,2021-11-24 18:35:42,-39.0333,-67.5833,90.0,15,100,5.57
292,Verkhnyaya Inta,RU,2021-11-24 18:35:42,65.9811,60.3094,11.03,94,100,16.71
293,Mahebourg,MU,2021-11-24 18:35:43,-20.4081,57.7,77.25,83,20,5.75
294,Ulaangom,MN,2021-11-24 18:35:43,49.9811,92.0667,12.99,88,98,5.12
295,Fern Creek,US,2021-11-24 18:35:44,38.1598,-85.5877,56.48,36,1,3.0
296,Beringovskiy,RU,2021-11-24 18:35:44,63.05,179.3167,-3.96,82,100,5.7
297,Majene,ID,2021-11-24 18:35:45,-3.5403,118.9707,78.58,85,100,4.43
298,Yerofey Pavlovich,RU,2021-11-24 18:35:45,53.9667,121.9667,-0.99,95,28,2.98
299,Norton Shores,US,2021-11-24 18:35:18,43.1689,-86.2639,51.98,60,75,11.01
300,Custoias,PT,2021-11-24 18:35:46,41.1053,-7.321,44.58,84,86,8.48
301,Kalabo,ZM,2021-11-24 18:35:46,-14.97,22.6814,80.74,38,100,2.13
302,Cherskiy,RU,2021-11-24 18:35:47,68.75,161.3,-14.46,97,100,3.94
303,Porbandar,IN,2021-11-24 18:35:47,21.6422,69.6093,76.89,54,2,8.21
304,Tallahassee,US,2021-11-24 18:25:14,30.4383,-84.2807,65.68,49,1,5.75
305,Tocopilla,CL,2021-11-24 18:35:48,-22.092,-70.1979,67.96,64,100,9.24
306,Mount Isa,AU,2021-11-24 18:31:10,-20.7333,139.5,74.97,60,90,12.66
307,Saint-Leu,RE,2021-11-24 18:35:49,-21.15,55.2833,77.86,77,2,7.02
308,Ukiah,US,2021-11-24 18:35:49,39.1502,-123.2078,65.37,43,1,1.07
309,Ambovombe,MG,2021-11-24 18:35:50,-25.1667,46.0833,71.02,78,29,9.01
310,Medea,DZ,2021-11-24 18:33:17,36.2642,2.7539,43.25,84,7,5.7
311,Shushtar,IR,2021-11-24 18:35:51,32.0455,48.8567,67.93,43,1,4.34
312,Santa Maria,BR,2021-11-24 18:35:51,-29.6842,-53.8069,87.1,15,0,13.8
313,Washington,US,2021-11-24 18:34:27,47.5001,-120.5015,38.01,70,100,3.22
314,San Andres,CO,2021-11-24 18:35:52,12.5847,-81.7006,80.06,79,14,14.27
315,Harnosand,SE,2021-11-24 18:35:52,62.6323,17.9379,39.99,81,100,15.86
316,Waddan,LY,2021-11-24 18:35:54,29.1614,16.139,74.1,31,100,4.23
317,Topeka,US,2021-11-24 18:35:54,39.0483,-95.678,62.8,56,1,3.0
318,Kodiak,US,2021-11-24 18:35:54,57.79,-152.4072,20.71,63,90,14.97
319,Camacupa,AO,2021-11-24 18:35:55,-12.0167,17.4833,62.91,92,98,2.37
320,Warmbad,NA,2021-11-24 18:36:55,-28.45,18.7333,79.43,17,95,5.06
321,Khasan,RU,2021-11-24 18:36:56,42.4308,130.6434,27.03,49,1,17.38
322,Ta Khmau,KH,2021-11-24 18:36:56,11.4833,104.95,80.65,78,40,5.75
323,Rudnogorsk,RU,2021-11-24 18:36:57,57.2639,103.7519,3.15,100,99,3.62
324,Tubuala,PA,2021-11-24 18:36:57,9.5167,-79.0333,84.33,72,60,5.53
325,Clyde,US,2021-11-24 18:36:57,41.3042,-82.9752,50.86,48,100,17.87
326,Sur,OM,2021-11-24 18:36:58,22.5667,59.5289,79.11,35,0,5.61
327,Ossora,RU,2021-11-24 18:36:58,59.2353,163.0719,24.28,85,100,4.29
328,Tshikapa,CD,2021-11-24 18:36:59,-6.4167,20.8,69.78,93,100,0.6
329,Ulladulla,AU,2021-11-24 18:36:59,-35.35,150.4667,67.77,96,100,4.9
330,Bilma,NE,2021-11-24 18:37:00,18.6853,12.9164,79.99,16,0,7.23
331,Verkhoyansk,RU,2021-11-24 18:37:01,67.5447,133.385,-41.15,100,48,1.36
332,Lielvarde,LV,2021-11-24 18:37:01,56.7207,24.8074,42.39,90,100,6.17
333,Ketchikan,US,2021-11-24 18:37:02,55.3422,-131.6461,39.67,87,90,34.52
334,Samarai,PG,2021-11-24 18:37:02,-10.6167,150.6667,82.85,77,95,12.84
335,Vanimo,PG,2021-11-24 18:37:02,-2.6741,141.3028,76.62,87,100,4.88
336,Zarand,IR,2021-11-24 18:37:03,30.8127,56.564,53.26,42,0,2.17
337,Makinsk,KZ,2021-11-24 18:37:03,52.6292,70.4169,6.33,96,100,3.78
338,Bonthe,SL,2021-11-24 18:37:04,7.5264,-12.505,80.98,78,81,7.78
339,Fairmount,US,2021-11-24 18:37:04,43.0473,-76.2385,44.73,60,40,1.99
340,Grand Gaube,MU,2021-11-24 18:37:05,-20.0064,57.6608,77.38,72,33,1.01
341,Llanes,ES,2021-11-24 18:37:05,43.4198,-4.7549,52.27,92,100,15.68
342,Collie,AU,2021-11-24 18:37:06,-33.3667,116.15,56.98,76,89,6.96
343,Simao,CN,2021-11-24 18:37:06,22.7886,100.9748,56.34,99,100,1.95
344,Acapulco,MX,2021-11-24 18:34:04,16.8634,-99.8901,85.82,70,40,4.61
345,Samfya,ZM,2021-11-24 18:37:07,-11.3649,29.5565,73.9,67,100,5.08
346,Ivanava,BY,2021-11-24 18:37:07,52.1451,25.5365,37.26,85,100,9.04
347,Mahajanga,MG,2021-11-24 18:37:07,-15.7167,46.3167,80.62,78,20,8.05
348,Makakilo City,US,2021-11-24 18:37:08,21.3469,-158.0858,79.61,74,1,3.44
349,Hun,LY,2021-11-24 18:37:08,29.1268,15.9477,73.85,31,100,5.48
350,Carlsbad,US,2021-11-24 18:35:37,33.1581,-117.3506,73.15,63,1,3.0
351,Oistins,BB,2021-11-24 18:37:09,13.0667,-59.5333,86.09,70,75,14.97
352,Norrtalje,SE,2021-11-24 18:37:10,59.758,18.705,39.29,96,100,8.41
353,Najran,SA,2021-11-24 18:37:10,17.4924,44.1277,65.05,28,56,3.36
354,Kabwe,ZM,2021-11-24 18:37:10,-14.4469,28.4464,66.43,89,100,5.5
355,Caravelas,BR,2021-11-24 18:37:11,-17.7125,-39.2481,80.28,68,95,7.83
356,East London,ZA,2021-11-24 18:37:11,-33.0153,27.9116,61.74,72,20,5.75
357,Katsuura,JP,2021-11-24 18:37:12,35.1333,140.3,48.31,68,0,10.13
358,Sangin,AF,2021-11-24 18:37:12,32.0728,64.8359,55.72,50,0,7.16
359,Collipulli,CL,2021-11-24 18:37:12,-37.95,-72.4333,75.4,44,85,6.6
360,Ortega,CO,2021-11-24 18:37:13,3.9361,-75.2217,73.38,94,100,1.41
361,Nueve De Julio,AR,2021-11-24 18:37:13,-35.4444,-60.8831,92.71,17,42,11.23
362,Isangel,VU,2021-11-24 18:37:14,-19.55,169.2667,75.31,94,90,0.0
363,Sereflikochisar,TR,2021-11-24 18:37:14,38.9393,33.5386,44.91,91,100,9.42
364,Meulaboh,ID,2021-11-24 18:37:15,4.1363,96.1285,74.75,86,100,5.26
365,Khulo,GE,2021-11-24 18:37:15,41.644,42.3129,37.33,99,99,2.95
366,Arraias,BR,2021-11-24 18:37:16,-12.9288,-46.9437,86.5,45,100,5.82
367,Esperance,AU,2021-11-24 18:37:16,-33.8667,121.9,57.04,81,13,2.24
368,Kirkwood,US,2021-11-24 18:34:54,38.5834,-90.4068,63.84,52,75,4.0
369,Yenagoa,NG,2021-11-24 18:38:17,4.9247,6.2642,78.06,89,22,5.41
370,Qaqortoq,GL,2021-11-24 18:38:17,60.7167,-46.0333,32.5,95,100,20.78
371,Nishihara,JP,2021-11-24 18:38:18,26.1842,127.7558,61.88,63,75,3.44
372,Nanakuli,US,2021-11-24 18:38:18,21.3906,-158.1547,81.03,78,1,3.44
373,Lugovoy,KZ,2021-11-24 18:38:19,42.9472,72.7644,46.56,43,5,8.23
374,Brigantine,US,2021-11-24 18:38:19,39.4101,-74.3646,46.67,44,1,10.36
375,Touros,BR,2021-11-24 18:38:19,-5.1989,-35.4608,86.9,68,11,15.03
376,Asau,RO,2021-11-24 18:38:20,46.4333,26.4,32.76,86,7,3.36
377,Galveston,US,2021-11-24 18:38:20,29.3669,-94.9669,78.22,70,90,5.99
378,Pathein,MM,2021-11-24 18:38:21,16.7833,94.7333,74.88,90,100,0.18
379,Manta,EC,2021-11-24 18:38:21,-0.95,-80.7333,80.38,74,20,10.36
380,Barguzin,RU,2021-11-24 18:38:22,53.6167,109.6167,7.63,92,100,1.48
381,Hadejia,NG,2021-11-24 18:38:22,12.4498,10.0444,83.88,16,0,10.22
382,Kavaratti,IN,2021-11-24 18:38:23,10.5669,72.642,80.92,81,100,5.7
383,Xiaolingwei,CN,2021-11-24 18:38:23,32.0333,118.85,42.78,60,3,5.61
384,Russell,US,2021-11-24 18:38:24,32.3502,-85.1999,59.99,21,1,5.75
385,Panaba,MX,2021-11-24 18:38:24,21.2833,-88.2667,82.9,41,1,9.64
386,Onokhino,RU,2021-11-24 18:38:25,56.925,65.5394,7.12,94,100,6.04
387,La Rioja,ES,2021-11-24 18:38:05,42.25,-2.5,38.48,95,93,4.9
388,Kintampo,GH,2021-11-24 18:38:25,8.0563,-1.7306,83.57,41,39,3.29
389,Chicama,PE,2021-11-24 18:38:26,-7.8447,-79.1469,64.94,61,67,11.1
390,Slave Lake,CA,2021-11-24 18:35:11,55.2834,-114.769,10.38,79,75,11.5
391,Mount Vernon,US,2021-11-24 18:38:26,40.9126,-73.8371,46.94,39,1,3.0
392,Caranavi,BO,2021-11-24 18:38:27,-15.8167,-67.55,67.95,93,100,1.16
393,Quatre Cocos,MU,2021-11-24 18:38:27,-20.2078,57.7625,77.09,75,29,8.23
394,Barcelos,PT,2021-11-24 18:38:28,41.5388,-8.6151,52.92,76,67,7.29
395,Santa Rosa,PH,2021-11-24 18:38:28,14.3122,121.1114,81.1,72,100,9.91
396,Evansville,US,2021-11-24 18:33:59,37.9748,-87.5558,58.06,38,1,7.0
397,Cayenne,GF,2021-11-24 18:38:29,4.9333,-52.3333,87.84,82,75,3.0
398,Baykit,RU,2021-11-24 18:38:30,61.67,96.37,5.07,100,95,1.63
399,Ordzhonikidze,KZ,2021-11-24 18:38:30,52.4411,61.7408,3.72,93,8,6.35
400,Villa Corzo,MX,2021-11-24 18:38:31,16.1667,-93.25,77.79,41,92,3.31
401,Fortuna,US,2021-11-24 18:36:34,40.5982,-124.1573,52.93,78,1,4.0
402,Emerald,AU,2021-11-24 18:38:31,-23.5333,148.1667,71.74,85,90,5.75
403,Rawson,AR,2021-11-24 18:38:32,-43.3002,-65.1023,75.16,41,23,11.48
404,Jasper,US,2021-11-24 18:38:32,37.2001,-94.3502,66.25,61,75,11.99
405,Qazanbulaq,AZ,2021-11-24 18:38:32,40.6192,46.6519,52.7,53,100,13.47
406,Kuching,MY,2021-11-24 18:38:33,1.55,110.3333,77.22,94,40,2.3
407,Faro,PT,2021-11-24 18:35:57,37.0194,-7.9322,56.98,62,20,11.5
408,Naze,JP,2021-11-24 18:38:34,28.3667,129.4833,57.56,64,6,4.68
409,Ilhabela,BR,2021-11-24 18:38:34,-23.7781,-45.3581,76.01,73,52,4.59
410,Saint-Augustin,CA,2021-11-24 18:38:34,51.226,-58.6502,45.23,98,100,13.56
411,Kawalu,ID,2021-11-24 18:38:35,-7.3817,108.2082,73.85,97,99,0.63
412,Bardiyah,LY,2021-11-24 18:38:35,31.7561,25.0865,66.85,57,100,4.88
413,Evans,US,2021-11-24 18:38:36,33.5337,-82.1307,58.03,30,1,1.01
414,Heves,HU,2021-11-24 18:38:36,47.6,20.2833,30.07,55,1,2.8
415,Nelson Bay,AU,2021-11-24 18:38:37,-32.7167,152.15,70.0,95,100,1.99
416,Pangnirtung,CA,2021-11-24 18:39:37,66.1451,-65.7125,19.4,73,90,4.61
417,Nueva Londres,PY,2021-11-24 18:39:37,-25.4045,-56.5498,97.66,26,100,7.81
418,Pochutla,MX,2021-11-24 18:39:38,15.7432,-96.4661,88.83,43,4,7.47
419,Ardahan,TR,2021-11-24 18:39:38,41.1087,42.7022,31.78,94,97,4.29
420,Apomu,NG,2021-11-24 18:39:39,7.3333,4.1833,78.24,80,94,4.5
421,Elko,US,2021-11-24 18:39:39,41.0002,-115.5012,35.74,61,0,5.99
422,Mnisek Pod Brdy,CZ,2021-11-24 18:39:40,49.8665,14.2618,40.39,76,8,1.01
423,Jackson,US,2021-11-24 18:37:09,42.4165,-122.8345,45.64,100,90,3.44
424,Ojinaga,MX,2021-11-24 18:39:41,29.5667,-104.4167,78.57,33,1,8.05
425,Nara,JP,2021-11-24 18:39:41,34.6851,135.8049,49.5,50,100,6.55
426,Salinas,US,2021-11-24 18:39:42,36.6777,-121.6555,66.18,41,1,0.0
427,Watsa,CD,2021-11-24 18:39:42,3.0372,29.5355,70.2,75,96,2.15
428,Sonepur,IN,2021-11-24 18:38:57,20.8333,83.9167,70.5,67,3,1.28
429,Minudasht,IR,2021-11-24 18:39:43,37.2289,55.3747,54.97,58,0,4.61
430,Zhezkazgan,KZ,2021-11-24 18:39:43,47.8043,67.7144,37.09,79,100,9.57
431,Doha,QA,2021-11-24 18:36:35,25.2867,51.5333,75.18,57,0,8.05
432,Kendari,ID,2021-11-24 18:39:44,-3.945,122.4989,75.9,94,100,3.51
433,Phibun Mangsahan,TH,2021-11-24 18:39:44,15.2447,105.2291,66.18,79,27,10.0
434,Lufilufi,WS,2021-11-24 18:39:45,-13.8745,-171.5986,76.78,72,7,6.73
435,Port Keats,AU,2021-11-24 18:39:45,-14.25,129.55,81.97,85,100,4.99
436,Maldonado,UY,2021-11-24 18:39:46,-34.6667,-54.9167,87.19,24,0,11.14
437,Aksu,CN,2021-11-24 18:39:46,41.1231,80.2644,31.19,47,3,3.94
438,Konakovo,RU,2021-11-24 18:39:46,56.7,36.7667,34.86,96,100,12.93
439,Vysokogornyy,RU,2021-11-24 18:39:47,50.1167,139.15,14.32,96,100,3.15
440,Adelaide,AU,2021-11-24 18:35:05,-34.9333,138.6,66.16,80,75,1.99
441,Morro Bay,US,2021-11-24 18:39:48,35.3658,-120.8499,70.99,32,0,1.99
442,Ballina,AU,2021-11-24 18:39:48,-28.8667,153.5667,69.98,100,75,5.75
443,Portland,US,2021-11-24 18:39:49,45.5234,-122.6762,46.11,93,90,1.01
444,Guerrero Negro,MX,2021-11-24 18:35:13,27.9769,-114.0611,70.16,61,65,9.98
445,Alofi,NU,2021-11-24 18:39:50,-19.0595,-169.9187,75.09,94,9,2.3
446,Aborlan,PH,2021-11-24 18:39:50,9.4352,118.5492,78.08,90,100,4.74
447,Deputatskiy,RU,2021-11-24 18:39:51,69.3,139.9,-30.84,99,19,5.44
448,Necochea,AR,2021-11-24 18:39:51,-38.5473,-58.7368,82.04,38,5,12.84
449,Artyom,AZ,2021-11-24 18:39:51,40.4723,50.333,48.34,77,100,33.96
450,Bandarbeyla,SO,2021-11-24 18:39:52,9.4942,50.8122,80.96,62,69,16.33
451,Yangjiang,CN,2021-11-24 18:39:52,21.85,111.9667,60.53,65,59,4.59
452,Fruitvale,US,2021-11-24 18:39:53,39.0817,-108.4968,48.13,29,1,4.0
453,Kimbe,PG,2021-11-24 18:39:53,-5.5502,150.1429,75.18,92,60,3.67
454,Port Augusta,AU,2021-11-24 18:39:54,-32.5,137.7667,67.71,90,100,17.54
455,Kabalo,CD,2021-11-24 18:39:54,-6.05,26.9167,74.68,78,100,3.47
456,Dehloran,IR,2021-11-24 18:39:55,32.6941,47.2679,64.99,40,8,2.39
457,Skjervoy,NO,2021-11-24 18:39:55,70.0311,20.9714,24.98,73,90,9.53
458,Visby,SE,2021-11-24 18:39:56,57.6409,18.296,46.85,93,40,10.36
459,Limulunga,ZM,2021-11-24 18:39:56,-15.0969,23.1376,79.05,43,81,4.74
460,Mago,RU,2021-11-24 18:39:57,53.2514,140.1822,22.75,98,93,2.44
461,Canto Do Buriti,BR,2021-11-24 18:39:57,-8.11,-42.9444,91.83,41,43,2.71
462,Pisco,PE,2021-11-24 18:39:58,-13.7,-76.2167,69.85,73,0,8.05
463,Maarianhamina,AX,2021-11-24 18:39:58,60.0973,19.9348,39.06,93,0,9.22
464,Hay River,CA,2021-11-24 18:40:59,60.8156,-115.7999,-9.42,77,20,4.61
465,Tutoia,BR,2021-11-24 18:40:59,-2.7619,-42.2744,89.58,67,99,12.77
466,Oranjestad,AW,2021-11-24 18:41:00,12.524,-70.027,84.15,70,40,14.97
467,Faya,SA,2021-11-24 18:41:00,18.3851,42.4509,59.11,46,5,3.27
468,Sokolo,ML,2021-11-24 18:41:01,14.7328,-6.1219,87.75,20,10,9.42
469,Birobidzhan,RU,2021-11-24 18:41:01,48.8,132.95,0.19,99,74,2.84
470,Akyab,MM,2021-11-24 18:41:02,20.15,92.9,76.1,66,7,5.88
471,Lodja,CD,2021-11-24 18:41:02,-3.4833,23.4333,70.5,99,100,0.98
472,Along,IN,2021-11-24 18:41:03,28.1667,94.7667,54.32,85,0,1.72
473,Nambour,AU,2021-11-24 18:41:03,-26.6333,152.95,72.86,98,74,0.98
474,Umm Kaddadah,SD,2021-11-24 18:41:03,13.6017,26.6876,70.75,14,1,12.17
475,Mezobereny,HU,2021-11-24 18:41:04,46.8167,21.0333,32.61,69,0,4.72
476,Fairbanks,US,2021-11-24 18:40:02,64.8378,-147.7164,-9.4,73,20,3.44
477,Terme,TR,2021-11-24 18:41:04,41.2092,36.9739,46.33,73,100,6.71
478,Vardo,NO,2021-11-24 18:41:05,70.3705,31.1107,24.55,93,90,12.66
479,Mugur-Aksy,RU,2021-11-24 18:41:05,50.35,90.5,8.04,83,45,6.6
480,Shelopugino,RU,2021-11-24 18:41:06,51.6514,117.5599,-4.86,89,100,1.83
481,Kloulklubed,PW,2021-11-24 18:41:07,7.0419,134.2556,81.1,75,29,17.22
482,Robertsport,LR,2021-11-24 18:41:07,6.7533,-11.3686,82.0,76,11,8.21
483,Flin Flon,CA,2021-11-24 18:41:08,54.7682,-101.865,-2.36,65,40,9.22
484,Nizhniy Tsasuchey,RU,2021-11-24 18:41:08,50.5167,115.1333,-0.02,94,99,1.59
485,Tucurui,BR,2021-11-24 18:41:08,-3.7661,-49.6725,86.77,61,90,1.3
486,Boguchany,RU,2021-11-24 18:41:09,58.3814,97.4531,20.88,90,100,8.52
487,Maues,BR,2021-11-24 18:41:09,-3.3836,-57.7186,96.17,35,62,3.71
488,Natchez,US,2021-11-24 18:36:51,31.5604,-91.4032,69.26,52,1,12.66
489,Lavrentiya,RU,2021-11-24 18:41:10,65.5833,-171.0,-4.45,91,42,8.3
490,Hammerfest,NO,2021-11-24 18:41:11,70.6634,23.6821,24.53,100,75,0.0
491,Garowe,SO,2021-11-24 18:41:12,8.4054,48.4845,77.85,56,95,14.63
492,Baisha,CN,2021-11-24 18:41:12,26.5222,110.9311,49.46,60,5,2.17
493,Sault Sainte Marie,CA,2021-11-24 18:39:55,46.5168,-84.3333,45.16,67,1,8.05
494,Pangody,RU,2021-11-24 18:41:13,65.85,74.4859,-2.36,99,90,8.08
495,Bonavista,CA,2021-11-24 18:41:13,48.6499,-53.1147,50.0,98,100,21.97
496,Nouadhibou,MR,2021-11-24 18:41:13,20.931,-17.0347,78.78,57,100,11.5
497,Ozernovskiy,RU,2021-11-24 18:41:14,51.5,156.5167,38.1,95,100,13.38
498,Kiunga,PG,2021-11-24 18:41:14,-6.1219,141.2906,73.94,99,100,0.94
499,Harrison,US,2021-11-24 18:41:15,30.4091,-89.0436,70.3,59,75,10.36
500,Nusaybin,TR,2021-11-24 18:41:15,37.0778,41.2178,49.59,71,40,6.91
501,Banda Aceh,ID,2021-11-24 18:41:16,5.5577,95.3222,76.68,84,100,5.3
502,Oksfjord,NO,2021-11-24 18:41:16,70.2396,22.3479,24.98,76,55,6.8
503,Sulangan,PH,2021-11-24 18:41:17,11.1373,123.7228,82.56,79,100,11.68
504,Vila Franca Do Campo,PT,2021-11-24 18:41:17,37.7167,-25.4333,65.19,75,100,21.3
505,Vuktyl,RU,2021-11-24 18:41:18,63.8567,57.3094,5.65,97,95,6.89
506,Marawi,PH,2021-11-24 18:41:18,7.9986,124.2928,66.65,92,100,1.77
507,Middletown,US,2021-11-24 18:41:18,39.5151,-84.3983,54.25,44,1,16.11
508,Dalbandin,PK,2021-11-24 18:42:19,28.8947,64.4101,62.89,25,0,6.02
509,Narrabri,AU,2021-11-24 18:42:19,-30.3167,149.7833,71.69,73,90,12.66
510,Kieta,PG,2021-11-24 18:42:20,-6.2167,155.6333,78.57,76,32,3.56
511,Bargarh,IN,2021-11-24 18:40:08,21.3333,83.6167,70.34,60,0,1.12
512,Cairns,AU,2021-11-24 18:42:20,-16.9167,145.7667,79.07,84,75,9.22
513,Gumdag,TM,2021-11-24 18:42:21,39.2061,54.5906,53.53,70,19,14.0
514,Alyangula,AU,2021-11-24 18:42:21,-13.8483,136.4192,84.07,70,100,6.91
515,Karratha,AU,2021-11-24 18:42:22,-20.7377,116.8463,81.37,52,100,6.62
516,Villa Rica,US,2021-11-24 18:42:22,33.7321,-84.9191,58.69,33,5,6.38
517,Huilong,CN,2021-11-24 18:42:22,31.8111,121.655,52.03,63,0,9.33
518,Bandiagara,ML,2021-11-24 18:42:23,14.3501,-3.6104,88.23,19,0,7.2
519,Hobyo,SO,2021-11-24 18:42:24,5.3505,48.5268,81.79,74,91,11.5
520,Sadovoye,RU,2021-11-24 18:42:24,47.7764,44.5089,27.28,76,7,4.23
521,Kerema,PG,2021-11-24 18:42:25,-7.9631,145.7785,77.86,87,100,4.59
522,Seoul,KR,2021-11-24 18:38:32,37.5683,126.9778,47.64,84,0,1.14
523,Road Town,VG,2021-11-24 18:42:25,18.4167,-64.6167,86.04,62,20,3.44
524,Dunedin,NZ,2021-11-24 18:42:26,-45.8742,170.5036,55.13,80,100,2.28
525,Vestmannaeyjar,IS,2021-11-24 18:42:27,63.4427,-20.2734,31.19,74,0,11.5
526,Melendugno,IT,2021-11-24 18:42:27,40.2747,18.3368,59.65,90,20,2.3
527,Pravia,ES,2021-11-24 18:42:27,43.4906,-6.1508,51.06,82,75,6.91
528,Okha,RU,2021-11-24 18:42:28,53.5739,142.9478,28.78,94,57,4.61
529,Mimoso Do Sul,BR,2021-11-24 18:41:10,-21.0642,-41.3664,81.7,67,5,5.73
530,Adana,TR,2021-11-24 18:42:29,36.985,35.2881,62.62,77,75,2.3
531,Nhulunbuy,AU,2021-11-24 18:42:29,-12.2333,136.7667,81.21,83,99,5.75
532,Palu,ID,2021-11-24 18:42:30,-0.8917,119.8707,75.67,95,100,2.35
533,Teknaf,BD,2021-11-24 18:42:30,20.8624,92.3058,71.47,67,7,4.63
534,Weinan,CN,2021-11-24 18:42:31,34.5036,109.5089,31.69,40,0,4.21
535,Tilichiki,RU,2021-11-24 18:42:31,60.4667,166.1,-0.89,97,76,7.07
536,Gunnedah,AU,2021-11-24 18:42:32,-30.9833,150.25,67.62,91,100,1.01
537,Akcakoca,TR,2021-11-24 18:42:32,41.0866,31.1162,49.06,84,100,10.74
538,Varnavino,RU,2021-11-24 18:42:32,57.4035,45.0916,22.24,93,100,12.41
539,Buraydah,SA,2021-11-24 18:42:33,26.326,43.975,66.65,40,0,11.54
540,Saint-Jean-De-Maurienne,FR,2021-11-24 18:42:33,45.1667,6.5833,26.1,91,96,8.28
541,Devils Lake,US,2021-11-24 18:42:34,48.1128,-98.8651,12.94,82,90,15.01
542,Coahuayana,MX,2021-11-24 18:42:34,18.7333,-103.6833,89.74,45,96,5.66
543,Namibe,AO,2021-11-24 18:42:35,-15.1961,12.1522,70.48,63,5,13.24
544,Tual,ID,2021-11-24 18:42:35,-5.6667,132.75,83.5,73,100,5.1
545,Victoria Point,AU,2021-11-24 18:42:36,-27.5833,153.3,72.48,97,48,6.15
546,Taltal,CL,2021-11-24 18:42:36,-25.4,-70.4833,67.05,63,25,8.59
547,Pavlodar,KZ,2021-11-24 18:42:37,52.3,76.95,24.6,100,90,6.71
548,La Plata,AR,2021-11-24 18:41:00,-34.9215,-57.9545,93.04,18,2,8.01
549,Crotone,IT,2021-11-24 18:42:37,39.0851,17.1178,57.15,94,0,6.91
550,Taylorville,US,2021-11-24 18:42:38,39.5489,-89.2945,55.26,54,1,23.02
551,Rodos,GR,2021-11-24 18:42:38,36.4408,28.2225,62.26,88,40,4.61
552,Vitim,RU,2021-11-24 18:43:39,59.4511,112.5578,1.72,95,100,2.37
553,Le Moule,GP,2021-11-24 18:43:39,16.3332,-61.3473,86.04,71,40,6.02
554,Mogok,MM,2021-11-24 18:43:39,22.9167,96.5,56.32,80,0,1.83
555,Varhaug,NO,2021-11-24 18:43:40,58.6147,5.6457,46.47,72,100,19.19
556,Pamanukan,ID,2021-11-24 18:43:40,-6.2842,107.8106,79.7,82,100,2.89
557,Iguape,BR,2021-11-24 18:43:41,-24.7081,-47.5553,74.52,66,16,9.57
558,Laguna,US,2021-11-24 18:43:41,38.421,-121.4238,64.0,49,1,4.0
559,Presidente Dutra,BR,2021-11-24 18:43:42,-5.29,-44.49,85.21,63,47,2.8
560,Wuchang,CN,2021-11-24 18:43:42,44.9143,127.15,10.71,93,99,8.16
561,Primero De Marzo,PY,2021-11-24 18:43:42,-25.153,-56.928,87.71,25,95,9.42
562,Avera,US,2021-11-24 18:43:43,33.194,-82.5271,58.75,20,0,5.86
